route_id,departure_station_id,arrival_station_id,departure_station_name,arrival_station_name,departure_city_name,arrival_city_name,departure_country_name,arrival_country_name,departure_country_code,arrival_country_code,operator_name,is_international,distance_km,trip_count,weekly_frequency,daily_frequency_avg,avg_duration_minutes,min_duration_minutes,max_duration_minutes,main_train_type,has_night_train,has_day_train,avg_num_stops,min_num_stops,max_num_stops,avg_quality_score,min_quality_score,quality_issues_count,co2_train_kg,co2_plane_kg,co2_saving_kg,co2_saving_percent,substitution_score,substitution_potential
1,4145,4154,Tours,Saint-Pierre-des-Corps,Tours,Saint-Pierre-des-Corps,France,France,FR,FR,SNCF VOYAGEURS,0,2.35,38,1.83,0.26,5.18,5.0,6.0,day,0,1,0.0,0,0,100.0,100,0,0.03,0.54,0.51,93.91,45,moyen
2,4154,4145,Saint-Pierre-des-Corps,Tours,Saint-Pierre-des-Corps,Tours,France,France,FR,FR,SNCF VOYAGEURS,0,2.35,37,2.4,0.34,5.19,5.0,7.0,day,0,1,0.0,0,0,100.0,100,0,0.03,0.54,0.51,93.91,45,moyen
3,7129,6672,Lyon Part Dieu,Dijon,Lyon Part Dieu,Dijon,France,France,FR,FR,SNCF VOYAGEURS,0,174.25,54,2.57,0.37,118.19,112.0,172.0,day,0,1,7.63,1,8,100.0,100,0,2.44,40.08,37.64,93.91,55,moyen
4,6672,7129,Dijon,Lyon Part Dieu,Dijon,Lyon Part Dieu,France,France,FR,FR,SNCF VOYAGEURS,0,174.25,56,2.55,0.36,119.45,114.0,142.0,day,0,1,7.11,0,8,100.0,100,0,2.44,40.08,37.64,93.91,55,moyen
5,6672,7078,Dijon,Lyon Perrache,Dijon,Lyon Perrache,France,France,FR,FR,SNCF VOYAGEURS,0,175.8,4,0.28,0.04,128.5,121.0,131.0,day,0,1,8.75,8,9,100.0,100,0,2.46,40.43,37.97,93.91,50,moyen
6,6672,7221,Dijon,Mâcon,Dijon,Mâcon,France,France,FR,FR,SNCF VOYAGEURS,0,114.55,9,0.41,0.06,93.11,73.0,107.0,day,0,1,11.78,4,14,100.0,100,0,1.6,26.35,24.74,93.91,40,faible
7,1369,327,Strasbourg,Paris Est,Strasbourg,Paris Est,France,France,FR,FR,SNCF VOYAGEURS,0,395.5,137,5.92,0.85,119.16,103.0,224.0,day,0,1,0.63,0,5,100.0,100,0,5.54,90.96,85.43,93.91,85,fort
8,327,1369,Paris Est,Strasbourg,Paris Est,Strasbourg,France,France,FR,FR,SNCF VOYAGEURS,0,395.5,149,6.44,0.92,132.42,104.0,203.0,day,0,1,1.2,0,5,100.0,100,0,5.54,90.96,85.43,93.91,85,fort
9,1369,6212,Strasbourg,Paris Gare de Lyon Hall 1 - 2,Strasbourg,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,394.25,5,5.0,0.71,123.0,112.0,134.0,day,0,1,0.0,0,0,100.0,100,0,5.52,90.68,85.16,93.91,85,fort
10,6212,1369,Paris Gare de Lyon Hall 1 - 2,Strasbourg,Paris Gare de Lyon Hall 1 - 2,Strasbourg,France,France,FR,FR,SNCF VOYAGEURS,0,394.25,7,7.0,1.0,139.0,116.0,204.0,day,0,1,0.86,0,3,100.0,100,0,5.52,90.68,85.16,93.91,85,fort
11,464,327,Nancy,Paris Est,Nancy,Paris Est,France,France,FR,FR,SNCF VOYAGEURS,0,280.34,110,4.75,0.68,96.85,88.0,116.0,day,0,1,0.76,0,2,100.0,100,0,3.92,64.48,60.55,93.91,80,fort
12,464,6212,Nancy,Paris Gare de Lyon Hall 1 - 2,Nancy,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,279.09,4,4.0,0.57,113.5,106.0,122.0,day,0,1,0.5,0,1,100.0,100,0,3.91,64.19,60.28,93.91,80,fort
13,327,464,Paris Est,Nancy,Paris Est,Nancy,France,France,FR,FR,SNCF VOYAGEURS,0,280.34,75,3.24,0.46,99.77,90.0,110.0,day,0,1,0.96,0,2,100.0,100,0,3.92,64.48,60.55,93.91,80,fort
14,1190,327,Metz,Paris Est,Metz,Paris Est,France,France,FR,FR,SNCF VOYAGEURS,0,279.78,55,2.38,0.34,87.95,82.0,103.0,day,0,1,0.45,0,1,100.0,100,0,3.92,64.35,60.43,93.91,75,fort
15,327,1190,Paris Est,Metz,Paris Est,Metz,France,France,FR,FR,SNCF VOYAGEURS,0,279.78,45,1.94,0.28,85.78,83.0,92.0,day,0,1,0.13,0,1,100.0,100,0,3.92,64.35,60.43,93.91,75,fort
16,6212,1190,Paris Gare de Lyon Hall 1 - 2,Metz,Paris Gare de Lyon Hall 1 - 2,Metz,France,France,FR,FR,SNCF VOYAGEURS,0,279.12,4,4.0,0.57,101.75,100.0,105.0,day,0,1,0.0,0,0,100.0,100,0,3.91,64.2,60.29,93.91,80,fort
17,715,327,Reims,Paris Est,Reims,Paris Est,France,France,FR,FR,SNCF VOYAGEURS,0,128.58,57,2.46,0.35,46.91,45.0,60.0,day,0,1,0.0,0,0,100.0,100,0,1.8,29.57,27.77,93.91,45,moyen
18,327,715,Paris Est,Reims,Paris Est,Reims,France,France,FR,FR,SNCF VOYAGEURS,0,128.58,40,1.72,0.25,46.02,44.0,48.0,day,0,1,0.0,0,0,100.0,100,0,1.8,29.57,27.77,93.91,45,moyen
19,8148,1369,Nice-Ville,Strasbourg,Nice-Ville,Strasbourg,France,France,FR,FR,SNCF VOYAGEURS,0,543.91,13,0.58,0.08,542.54,537.0,573.0,day,0,1,15.69,14,16,100.0,100,0,7.61,125.1,117.48,93.91,50,moyen
20,464,8148,Nancy,Nice-Ville,Nancy,Nice-Ville,France,France,FR,FR,SNCF VOYAGEURS,0,560.6,38,1.74,0.25,618.63,616.0,667.0,day,0,1,15.95,15,16,100.0,100,0,7.85,128.94,121.09,93.91,55,moyen
21,1369,8148,Strasbourg,Nice-Ville,Strasbourg,Nice-Ville,France,France,FR,FR,SNCF VOYAGEURS,0,543.91,26,1.14,0.16,545.77,545.0,546.0,day,0,1,14.85,14,15,100.0,100,0,7.61,125.1,117.48,93.91,55,moyen
22,1369,7972,Strasbourg,Marseille Saint-Charles,Strasbourg,Marseille Saint-Charles,France,France,FR,FR,SNCF VOYAGEURS,0,614.84,21,0.92,0.13,349.14,331.0,368.0,day,0,1,7.81,5,9,100.0,100,0,8.61,141.41,132.81,93.91,62,moyen
23,1369,8454,Strasbourg,Montpellier Saint-Roch,Strasbourg,Montpellier Saint-Roch,France,France,FR,FR,SNCF VOYAGEURS,0,628.26,6,0.26,0.04,365.0,365.0,365.0,day,0,1,8.0,8,8,100.0,100,0,8.8,144.5,135.7,93.91,62,moyen
24,7972,1369,Marseille Saint-Charles,Strasbourg,Marseille Saint-Charles,Strasbourg,France,France,FR,FR,SNCF VOYAGEURS,0,614.84,21,0.91,0.13,355.81,331.0,387.0,day,0,1,7.9,5,9,100.0,100,0,8.61,141.41,132.81,93.91,62,moyen
25,7972,1190,Marseille Saint-Charles,Metz,Marseille Saint-Charles,Metz,France,France,FR,FR,SNCF VOYAGEURS,0,648.58,8,0.41,0.06,423.62,407.0,426.0,day,0,1,9.5,6,10,100.0,100,0,9.08,149.17,140.09,93.91,62,moyen
26,8454,1369,Montpellier Saint-Roch,Strasbourg,Montpellier Saint-Roch,Strasbourg,France,France,FR,FR,SNCF VOYAGEURS,0,628.26,15,0.68,0.1,372.67,355.0,384.0,day,0,1,8.73,8,9,100.0,100,0,8.8,144.5,135.7,93.91,62,moyen
27,8454,1190,Montpellier Saint-Roch,Metz,Montpellier Saint-Roch,Metz,France,France,FR,FR,SNCF VOYAGEURS,0,636.88,35,1.51,0.22,431.03,415.0,432.0,day,0,1,9.94,9,10,100.0,100,0,8.92,146.48,137.57,93.91,67,moyen
28,1125,8454,Thionville,Montpellier Saint-Roch,Thionville,Montpellier Saint-Roch,France,France,FR,FR,SNCF VOYAGEURS,0,662.77,5,3.89,0.56,445.0,445.0,445.0,day,0,1,10.0,10,10,100.0,100,0,9.28,152.44,143.16,93.91,72,fort
29,1190,8454,Metz,Montpellier Saint-Roch,Metz,Montpellier Saint-Roch,France,France,FR,FR,SNCF VOYAGEURS,0,636.88,12,0.53,0.08,422.25,418.0,426.0,day,0,1,9.0,9,9,100.0,100,0,8.92,146.48,137.57,93.91,62,moyen
30,4461,1369,Bordeaux Saint-Jean,Strasbourg,Bordeaux Saint-Jean,Strasbourg,France,France,FR,FR,SNCF VOYAGEURS,0,757.21,42,1.84,0.26,336.31,331.0,352.0,day,0,1,7.67,6,8,100.0,100,0,10.6,174.16,163.56,93.91,72,fort
31,1369,4461,Strasbourg,Bordeaux Saint-Jean,Strasbourg,Bordeaux Saint-Jean,France,France,FR,FR,SNCF VOYAGEURS,0,757.21,30,1.34,0.19,354.63,343.0,369.0,day,0,1,8.43,7,9,100.0,100,0,10.6,174.16,163.56,93.91,72,fort
32,2696,3290,Paris Montparnasse Hall 1 - 2,Rennes,Paris Montparnasse Hall 1 - 2,Rennes,France,France,FR,FR,SNCF VOYAGEURS,0,305.56,81,3.88,0.55,108.37,85.0,146.0,day,0,1,1.26,0,3,100.0,100,0,4.28,70.28,66.0,93.91,80,fort
33,3290,2696,Rennes,Paris Montparnasse Hall 1 - 2,Rennes,Paris Montparnasse Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,305.56,47,2.11,0.3,110.04,89.0,143.0,day,0,1,1.28,0,3,100.0,100,0,4.28,70.28,66.0,93.91,75,fort
34,3452,2696,Quimper,Paris Montparnasse Hall 1 - 2,Quimper,Paris Montparnasse Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,482.37,101,4.91,0.7,230.4,205.0,250.0,day,0,1,4.7,2,8,100.0,100,0,6.75,110.95,104.19,93.91,80,fort
35,2696,3592,Paris Montparnasse Hall 1 - 2,Saint-Malo,Paris Montparnasse Hall 1 - 2,Saint-Malo,France,France,FR,FR,SNCF VOYAGEURS,0,317.8,62,3.01,0.43,157.45,136.0,174.0,day,0,1,2.74,1,4,100.0,100,0,4.45,73.09,68.64,93.91,80,fort
36,3486,2696,Lorient,Paris Montparnasse Hall 1 - 2,Lorient,Paris Montparnasse Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,437.52,15,0.75,0.11,192.4,173.0,206.0,day,0,1,3.07,1,5,100.0,100,0,6.13,100.63,94.5,93.91,70,fort
37,2696,3486,Paris Montparnasse Hall 1 - 2,Lorient,Paris Montparnasse Hall 1 - 2,Lorient,France,France,FR,FR,SNCF VOYAGEURS,0,437.52,14,0.69,0.1,195.93,181.0,223.0,day,0,1,3.43,2,6,100.0,100,0,6.13,100.63,94.5,93.91,70,fort
38,4461,2696,Bordeaux Saint-Jean,Paris Montparnasse Hall 1 - 2,Bordeaux Saint-Jean,Paris Montparnasse Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,497.15,222,9.65,1.38,168.9,128.0,223.0,day,0,1,1.81,0,5,100.0,100,0,6.96,114.34,107.38,93.91,85,fort
39,4461,2699,Bordeaux Saint-Jean,Paris Montparnasse Vaugirard,Bordeaux Saint-Jean,Paris Montparnasse Vaugirard,France,France,FR,FR,SNCF VOYAGEURS,0,497.15,3,3.0,0.43,136.33,135.0,137.0,day,0,1,0.67,0,1,100.0,100,0,6.96,114.34,107.38,93.91,85,fort
40,2696,4461,Paris Montparnasse Hall 1 - 2,Bordeaux Saint-Jean,Paris Montparnasse Hall 1 - 2,Bordeaux Saint-Jean,France,France,FR,FR,SNCF VOYAGEURS,0,497.15,239,10.26,1.47,163.82,123.0,217.0,day,0,1,1.79,0,5,100.0,100,0,6.96,114.34,107.38,93.91,90,fort
41,5094,2696,Toulouse Matabiau,Paris Montparnasse Hall 1 - 2,Toulouse Matabiau,Paris Montparnasse Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,585.35,89,3.82,0.55,293.09,275.0,304.0,day,0,1,2.8,1,4,100.0,100,0,8.19,134.63,126.44,93.91,80,fort
42,2696,5094,Paris Montparnasse Hall 1 - 2,Toulouse Matabiau,Paris Montparnasse Hall 1 - 2,Toulouse Matabiau,France,France,FR,FR,SNCF VOYAGEURS,0,585.35,80,3.48,0.5,281.12,269.0,294.0,day,0,1,2.56,1,3,100.0,100,0,8.19,134.63,126.44,93.91,80,fort
43,2696,6072,Paris Montparnasse Hall 1 - 2,Hendaye,Paris Montparnasse Hall 1 - 2,Hendaye,France,France,FR,FR,SNCF VOYAGEURS,0,687.1,85,3.84,0.55,288.09,277.0,313.0,day,0,1,5.38,4,6,100.0,100,0,9.62,158.03,148.41,93.91,80,fort
44,6072,2696,Hendaye,Paris Montparnasse Hall 1 - 2,Hendaye,Paris Montparnasse Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,687.1,119,5.11,0.73,295.13,284.0,322.0,day,0,1,5.21,5,6,100.0,100,0,9.62,158.03,148.41,93.91,80,fort
45,2696,4287,Paris Montparnasse Hall 1 - 2,Poitiers,Paris Montparnasse Hall 1 - 2,Poitiers,France,France,FR,FR,SNCF VOYAGEURS,0,291.87,44,1.99,0.28,120.18,95.0,148.0,day,0,1,3.0,1,5,100.0,100,0,4.09,67.13,63.04,93.91,75,fort
46,2696,3452,Paris Montparnasse Hall 1 - 2,Quimper,Paris Montparnasse Hall 1 - 2,Quimper,France,France,FR,FR,SNCF VOYAGEURS,0,482.37,105,5.1,0.73,222.64,199.0,250.0,day,0,1,4.87,2,8,100.0,100,0,6.75,110.95,104.19,93.91,80,fort
47,8454,6212,Montpellier Saint-Roch,Paris Gare de Lyon Hall 1 - 2,Montpellier Saint-Roch,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,594.07,36,1.63,0.23,210.08,208.0,234.0,day,0,1,2.0,2,2,100.0,100,0,8.32,136.64,128.32,93.91,75,fort
48,6212,8705,Paris Gare de Lyon Hall 1 - 2,Perpignan,Paris Gare de Lyon Hall 1 - 2,Perpignan,France,France,FR,FR,SNCF VOYAGEURS,0,684.84,68,3.22,0.46,311.25,300.0,319.0,day,0,1,7.0,7,7,100.0,100,0,9.59,157.51,147.93,93.91,72,fort
49,6212,8454,Paris Gare de Lyon Hall 1 - 2,Montpellier Saint-Roch,Paris Gare de Lyon Hall 1 - 2,Montpellier Saint-Roch,France,France,FR,FR,SNCF VOYAGEURS,0,594.07,37,1.68,0.24,210.08,209.0,215.0,day,0,1,2.0,2,2,100.0,100,0,8.32,136.64,128.32,93.91,75,fort
50,8705,6212,Perpignan,Paris Gare de Lyon Hall 1 - 2,Perpignan,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,684.84,62,2.93,0.42,311.56,302.0,323.0,day,0,1,7.0,7,7,100.0,100,0,9.59,157.51,147.93,93.91,67,moyen
51,6225,6212,Montpellier Sud de France,Paris Gare de Lyon Hall 1 - 2,Montpellier Sud de France,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,595.78,29,1.32,0.19,198.9,192.0,216.0,day,0,1,2.0,2,2,100.0,100,0,8.34,137.03,128.69,93.91,75,fort
52,6212,6225,Paris Gare de Lyon Hall 1 - 2,Montpellier Sud de France,Paris Gare de Lyon Hall 1 - 2,Montpellier Sud de France,France,France,FR,FR,SNCF VOYAGEURS,0,595.78,27,1.23,0.18,193.56,192.0,199.0,day,0,1,2.0,2,2,100.0,100,0,8.34,137.03,128.69,93.91,75,fort
53,7128,8454,Lyon Part Dieu,Montpellier Saint-Roch,Lyon Part Dieu,Montpellier Saint-Roch,France,France,FR,FR,SNCF VOYAGEURS,0,251.89,6,0.27,0.04,114.83,109.0,119.0,day,0,1,2.0,2,2,100.0,100,0,3.53,57.93,54.41,93.91,70,fort
54,6225,7128,Montpellier Sud de France,Lyon Part Dieu,Montpellier Sud de France,Lyon Part Dieu,France,France,FR,FR,SNCF VOYAGEURS,0,251.88,2,0.1,0.01,106.0,106.0,106.0,day,0,1,2.0,2,2,100.0,100,0,3.53,57.93,54.41,93.91,70,fort
55,8454,7128,Montpellier Saint-Roch,Lyon Part Dieu,Montpellier Saint-Roch,Lyon Part Dieu,France,France,FR,FR,SNCF VOYAGEURS,0,251.89,5,0.24,0.03,113.0,109.0,118.0,day,0,1,2.0,2,2,100.0,100,0,3.53,57.93,54.41,93.91,70,fort
56,7972,6212,Marseille Saint-Charles,Paris Gare de Lyon Hall 1 - 2,Marseille Saint-Charles,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,658.34,98,4.64,0.66,198.67,182.0,214.0,day,0,1,1.78,0,2,100.0,100,0,9.22,151.42,142.2,93.91,80,fort
57,6212,7972,Paris Gare de Lyon Hall 1 - 2,Marseille Saint-Charles,Paris Gare de Lyon Hall 1 - 2,Marseille Saint-Charles,France,France,FR,FR,SNCF VOYAGEURS,0,658.34,91,4.3,0.61,199.22,183.0,237.0,day,0,1,1.77,0,2,100.0,100,0,9.22,151.42,142.2,93.91,80,fort
58,6212,6671,Paris Gare de Lyon Hall 1 - 2,Dijon,Paris Gare de Lyon Hall 1 - 2,Dijon,France,France,FR,FR,SNCF VOYAGEURS,0,259.75,2,0.09,0.01,99.0,99.0,99.0,day,0,1,1.0,1,1,100.0,100,0,3.64,59.74,56.11,93.91,70,fort
59,3290,7972,Rennes,Marseille Saint-Charles,Rennes,Marseille Saint-Charles,France,France,FR,FR,SNCF VOYAGEURS,0,764.23,14,0.81,0.12,346.29,327.0,354.0,day,0,1,4.93,4,5,100.0,100,0,10.7,175.77,165.07,93.91,67,moyen
60,7972,7128,Marseille Saint-Charles,Lyon Part Dieu,Marseille Saint-Charles,Lyon Part Dieu,France,France,FR,FR,SNCF VOYAGEURS,0,276.41,17,0.8,0.11,108.12,104.0,114.0,day,0,1,2.71,2,3,100.0,100,0,3.87,63.57,59.7,93.91,70,fort
61,3640,2696,Nantes,Paris Montparnasse Hall 1 - 2,Nantes,Paris Montparnasse Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,339.2,112,4.81,0.69,135.24,121.0,153.0,day,0,1,1.62,0,3,100.0,100,0,4.75,78.02,73.27,93.91,80,fort
62,2696,3640,Paris Montparnasse Hall 1 - 2,Nantes,Paris Montparnasse Hall 1 - 2,Nantes,France,France,FR,FR,SNCF VOYAGEURS,0,339.2,109,5.3,0.76,131.41,117.0,147.0,day,0,1,1.55,0,3,100.0,100,0,4.75,78.02,73.27,93.91,80,fort
63,3640,2699,Nantes,Paris Montparnasse Vaugirard,Nantes,Paris Montparnasse Vaugirard,France,France,FR,FR,SNCF VOYAGEURS,0,339.2,4,4.0,0.57,130.5,125.0,138.0,day,0,1,1.25,1,2,100.0,100,0,4.75,78.02,73.27,93.91,80,fort
64,1712,3290,Aéroport Charles de Gaulle 2 TGV,Rennes,Aéroport Charles de Gaulle 2 TGV,Rennes,France,France,FR,FR,SNCF VOYAGEURS,0,327.93,5,0.25,0.04,148.4,148.0,149.0,day,0,1,3.0,3,3,100.0,100,0,4.59,75.42,70.83,93.91,70,fort
65,1704,7972,Lille Europe,Marseille Saint-Charles,Lille Europe,Marseille Saint-Charles,France,France,FR,FR,SNCF VOYAGEURS,0,834.23,92,4.24,0.61,305.84,285.0,336.0,day,0,1,5.77,5,7,100.0,100,0,11.68,191.87,180.19,93.91,77,fort
66,1704,7128,Lille Europe,Lyon Part Dieu,Lille Europe,Lyon Part Dieu,France,France,FR,FR,SNCF VOYAGEURS,0,558.33,22,1.08,0.15,183.95,179.0,191.0,day,0,1,2.0,2,2,100.0,100,0,7.82,128.42,120.6,93.91,75,fort
67,1704,6225,Lille Europe,Montpellier Sud de France,Lille Europe,Montpellier Sud de France,France,France,FR,FR,SNCF VOYAGEURS,0,785.9,6,0.31,0.04,291.33,289.0,294.0,day,0,1,5.0,5,5,100.0,100,0,11.0,180.76,169.75,93.91,75,fort
68,1704,8454,Lille Europe,Montpellier Saint-Roch,Lille Europe,Montpellier Saint-Roch,France,France,FR,FR,SNCF VOYAGEURS,0,784.57,33,1.72,0.25,320.61,302.0,343.0,day,0,1,5.0,5,5,100.0,100,0,10.98,180.45,169.47,93.91,72,fort
69,1704,1707,Lille Europe,Paris Gare du Nord,Lille Europe,Paris Gare du Nord,France,France,FR,FR,SNCF VOYAGEURS,0,202.36,34,1.47,0.21,85.62,75.0,110.0,day,0,1,1.0,1,1,100.0,100,0,2.83,46.54,43.71,93.91,55,moyen
70,7972,1712,Marseille Saint-Charles,Aéroport Charles de Gaulle 2 TGV,Marseille Saint-Charles,Aéroport Charles de Gaulle 2 TGV,France,France,FR,FR,SNCF VOYAGEURS,0,669.72,6,0.36,0.05,237.83,236.0,239.0,day,0,1,4.0,4,4,100.0,100,0,9.38,154.04,144.66,93.91,70,fort
71,7972,1704,Marseille Saint-Charles,Lille Europe,Marseille Saint-Charles,Lille Europe,France,France,FR,FR,SNCF VOYAGEURS,0,834.23,34,1.71,0.24,293.15,287.0,312.0,day,0,1,5.09,5,7,100.0,100,0,11.68,191.87,180.19,93.91,80,fort
72,4461,1712,Bordeaux Saint-Jean,Aéroport Charles de Gaulle 2 TGV,Bordeaux Saint-Jean,Aéroport Charles de Gaulle 2 TGV,France,France,FR,FR,SNCF VOYAGEURS,0,521.65,6,0.31,0.04,221.17,210.0,225.0,day,0,1,4.83,4,5,100.0,100,0,7.3,119.98,112.68,93.91,70,fort
73,8454,1704,Montpellier Saint-Roch,Lille Europe,Montpellier Saint-Roch,Lille Europe,France,France,FR,FR,SNCF VOYAGEURS,0,784.57,27,1.34,0.19,336.26,300.0,366.0,day,0,1,6.3,5,7,100.0,100,0,10.98,180.45,169.47,93.91,72,fort
74,6225,1704,Montpellier Sud de France,Lille Europe,Montpellier Sud de France,Lille Europe,France,France,FR,FR,SNCF VOYAGEURS,0,785.9,32,1.42,0.2,306.19,288.0,362.0,day,0,1,5.94,4,7,100.0,100,0,11.0,180.76,169.75,93.91,72,fort
75,7128,1704,Lyon Part Dieu,Lille Europe,Lyon Part Dieu,Lille Europe,France,France,FR,FR,SNCF VOYAGEURS,0,558.33,2,2.0,0.29,200.5,183.0,218.0,day,0,1,3.0,2,4,100.0,100,0,7.82,128.42,120.6,93.91,75,fort
76,3031,2672,Rouen Rive Droite,Paris Saint-Lazare,Rouen Rive Droite,Paris Saint-Lazare,France,France,FR,FR,SNCF VOYAGEURS,0,109.84,97,4.38,0.63,98.58,86.0,116.0,day,0,1,5.85,4,8,100.0,100,0,1.54,25.26,23.73,93.91,50,moyen
77,3104,3031,Vernon - Giverny,Rouen Rive Droite,Vernon - Giverny,Rouen Rive Droite,France,France,FR,FR,SNCF VOYAGEURS,0,48.51,31,1.63,0.23,39.16,38.0,42.0,day,0,1,3.19,3,4,100.0,100,0,0.68,11.16,10.48,93.91,45,moyen
78,2672,3031,Paris Saint-Lazare,Rouen Rive Droite,Paris Saint-Lazare,Rouen Rive Droite,France,France,FR,FR,SNCF VOYAGEURS,0,109.84,105,5.83,0.83,99.1,88.0,123.0,day,0,1,5.88,4,8,100.0,100,0,1.54,25.26,23.73,93.91,50,moyen
79,3031,3112,Rouen Rive Droite,Val-de-Reuil,Rouen Rive Droite,Val-de-Reuil,France,France,FR,FR,SNCF VOYAGEURS,0,21.44,16,16.0,2.29,19.12,18.0,22.0,day,0,1,1.06,1,2,100.0,100,0,0.3,4.93,4.63,93.91,55,moyen
80,3038,2672,Oissel,Paris Saint-Lazare,Oissel,Paris Saint-Lazare,France,France,FR,FR,SNCF VOYAGEURS,0,103.07,10,10.0,1.43,86.3,83.0,95.0,day,0,1,5.9,4,7,100.0,100,0,1.44,23.71,22.26,93.91,55,moyen
81,3031,3104,Rouen Rive Droite,Vernon - Giverny,Rouen Rive Droite,Vernon - Giverny,France,France,FR,FR,SNCF VOYAGEURS,0,48.51,28,1.47,0.21,38.82,37.0,42.0,day,0,1,3.25,3,4,100.0,100,0,0.68,11.16,10.48,93.91,45,moyen
82,3112,3031,Val-de-Reuil,Rouen Rive Droite,Val-de-Reuil,Rouen Rive Droite,France,France,FR,FR,SNCF VOYAGEURS,0,21.44,18,1.12,0.16,19.28,19.0,22.0,day,0,1,1.06,1,2,100.0,100,0,0.3,4.93,4.63,93.91,45,moyen
83,2672,3038,Paris Saint-Lazare,Oissel,Paris Saint-Lazare,Oissel,France,France,FR,FR,SNCF VOYAGEURS,0,103.07,10,10.0,1.43,85.1,74.0,89.0,day,0,1,5.2,3,7,100.0,100,0,1.44,23.71,22.26,93.91,55,moyen
84,2672,3104,Paris Saint-Lazare,Vernon - Giverny,Paris Saint-Lazare,Vernon - Giverny,France,France,FR,FR,SNCF VOYAGEURS,0,66.29,3,0.72,0.1,59.67,52.0,64.0,day,0,1,2.33,1,3,100.0,100,0,0.93,15.25,14.32,93.91,40,faible
85,5996,5091,Bayonne,Toulouse Matabiau,Bayonne,Toulouse Matabiau,France,France,FR,FR,SNCF VOYAGEURS,0,235.96,23,1.26,0.18,209.7,202.0,222.0,day,0,1,5.0,5,5,100.0,100,0,3.3,54.27,50.97,93.91,50,moyen
86,5091,5996,Toulouse Matabiau,Bayonne,Toulouse Matabiau,Bayonne,France,France,FR,FR,SNCF VOYAGEURS,0,235.96,17,0.78,0.11,212.41,205.0,241.0,day,0,1,5.0,5,5,100.0,100,0,3.3,54.27,50.97,93.91,45,moyen
87,6070,5091,Hendaye,Toulouse Matabiau,Hendaye,Toulouse Matabiau,France,France,FR,FR,SNCF VOYAGEURS,0,262.59,4,0.25,0.04,247.25,245.0,254.0,day,0,1,8.0,8,8,100.0,100,0,3.68,60.4,56.72,93.91,65,moyen
88,5091,5923,Toulouse Matabiau,Lourdes,Toulouse Matabiau,Lourdes,France,France,FR,FR,SNCF VOYAGEURS,0,133.61,1,1.0,0.14,107.0,107.0,107.0,day,0,1,2.0,2,2,100.0,100,0,1.87,30.73,28.86,93.91,45,moyen
89,5923,5091,Lourdes,Toulouse Matabiau,Lourdes,Toulouse Matabiau,France,France,FR,FR,SNCF VOYAGEURS,0,133.61,1,1.0,0.14,108.0,108.0,108.0,day,0,1,2.0,2,2,100.0,100,0,1.87,30.73,28.86,93.91,45,moyen
90,5091,6070,Toulouse Matabiau,Hendaye,Toulouse Matabiau,Hendaye,France,France,FR,FR,SNCF VOYAGEURS,0,262.59,9,0.44,0.06,260.0,258.0,262.0,day,0,1,8.22,8,9,100.0,100,0,3.68,60.4,56.72,93.91,65,moyen
91,8602,7405,Bédarieux,Clermont-Ferrand,Bédarieux,Clermont-Ferrand,France,France,FR,FR,SNCF VOYAGEURS,0,241.35,1,1.0,0.14,365.0,365.0,365.0,day,0,1,19.0,19,19,100.0,100,0,3.38,55.51,52.13,93.91,42,faible
92,8548,7405,Béziers,Clermont-Ferrand,Béziers,Clermont-Ferrand,France,France,FR,FR,SNCF VOYAGEURS,0,271.77,1,1.0,0.14,399.0,399.0,399.0,day,0,1,21.0,21,21,100.0,100,0,3.8,62.51,58.7,93.91,62,moyen
93,5719,7405,Neussargues,Clermont-Ferrand,Neussargues,Clermont-Ferrand,France,France,FR,FR,SNCF VOYAGEURS,0,73.28,1,1.0,0.14,86.0,86.0,86.0,day,0,1,4.0,4,4,100.0,100,0,1.03,16.85,15.83,93.91,45,moyen
94,7405,8602,Clermont-Ferrand,Bédarieux,Clermont-Ferrand,Bédarieux,France,France,FR,FR,SNCF VOYAGEURS,0,241.35,1,1.0,0.14,350.0,350.0,350.0,day,0,1,19.0,19,19,100.0,100,0,3.38,55.51,52.13,93.91,42,faible
95,7405,8548,Clermont-Ferrand,Béziers,Clermont-Ferrand,Béziers,France,France,FR,FR,SNCF VOYAGEURS,0,271.77,1,1.0,0.14,386.0,386.0,386.0,day,0,1,21.0,21,21,100.0,100,0,3.8,62.51,58.7,93.91,62,moyen
