route_id,departure_station_id,arrival_station_id,departure_station_name,arrival_station_name,departure_city_name,arrival_city_name,departure_country_name,arrival_country_name,departure_country_code,arrival_country_code,operator_name,is_international,distance_km,trip_count,weekly_frequency,daily_frequency_avg,avg_duration_minutes,min_duration_minutes,max_duration_minutes,main_train_type,has_night_train,has_day_train,avg_num_stops,min_num_stops,max_num_stops,avg_quality_score,min_quality_score,quality_issues_count,co2_train_kg,co2_plane_kg,co2_saving_kg,co2_saving_percent,substitution_score,substitution_potential
810,6765,6668,Is-sur-Tille,Dijon,Is-sur-Tille,Dijon,France,France,FR,FR,SNCF VOYAGEURS,0,23.22,1,1.0,0.14,65.0,65.0,65.0,day,0,1,5.0,5,5,100.0,100,0,0.33,5.34,5.02,93.91,45,moyen
811,6668,6765,Dijon,Is-sur-Tille,Dijon,Is-sur-Tille,France,France,FR,FR,SNCF VOYAGEURS,0,23.22,1,1.0,0.14,65.0,65.0,65.0,day,0,1,5.0,5,5,100.0,100,0,0.33,5.34,5.02,93.91,45,moyen
812,6665,6765,Dijon Porte Neuve,Is-sur-Tille,Dijon Porte Neuve,Is-sur-Tille,France,France,FR,FR,SNCF VOYAGEURS,0,22.68,1,1.0,0.14,29.0,29.0,29.0,day,0,1,0.0,0,0,100.0,100,0,0.32,5.22,4.9,93.91,45,moyen
813,6154,6168,Laroche - Migennes,Auxerre Saint-Gervais,Laroche - Migennes,Auxerre Saint-Gervais,France,France,FR,FR,SNCF VOYAGEURS,0,18.94,2,0.13,0.02,42.5,40.0,45.0,day,0,1,2.0,2,2,100.0,100,0,0.27,4.36,4.09,93.91,40,faible
814,6168,6154,Auxerre Saint-Gervais,Laroche - Migennes,Auxerre Saint-Gervais,Laroche - Migennes,France,France,FR,FR,SNCF VOYAGEURS,0,18.94,2,0.13,0.02,45.0,45.0,45.0,day,0,1,2.0,2,2,100.0,100,0,0.27,4.36,4.09,93.91,40,faible
815,247,6859,Le Locle,Besançon Viotte,Le Locle,Besançon Viotte,France,France,FR,FR,SNCF VOYAGEURS,0,58.67,1,1.0,0.14,116.0,116.0,116.0,day,0,1,12.0,12,12,100.0,100,0,0.82,13.49,12.67,93.91,45,moyen
816,6859,247,Besançon Viotte,Le Locle,Besançon Viotte,Le Locle,France,France,FR,FR,SNCF VOYAGEURS,0,58.67,1,1.0,0.14,123.0,123.0,123.0,day,0,1,12.0,12,12,100.0,100,0,0.82,13.49,12.67,93.91,45,moyen
817,238,6782,Travers,Frasne,Travers,Frasne,France,France,FR,FR,SNCF VOYAGEURS,0,40.53,2,2.0,0.29,61.0,61.0,61.0,day,0,1,1.0,1,1,100.0,100,0,0.57,9.32,8.75,93.91,45,moyen
818,6782,238,Frasne,Travers,Frasne,Travers,France,France,FR,FR,SNCF VOYAGEURS,0,40.53,1,1.0,0.14,60.0,60.0,60.0,day,0,1,1.0,1,1,100.0,100,0,0.57,9.32,8.75,93.91,45,moyen
819,1065,1100,Belfort-Ville,Vesoul,Belfort-Ville,Vesoul,France,France,FR,FR,SNCF VOYAGEURS,0,52.65,1,1.0,0.14,115.0,115.0,115.0,day,0,1,5.0,5,5,100.0,100,0,0.74,12.11,11.37,93.91,45,moyen
820,1065,609,Belfort-Ville,Épinal,Belfort-Ville,Épinal,France,France,FR,FR,SNCF VOYAGEURS,0,67.92,1,1.0,0.14,187.0,187.0,187.0,day,0,1,9.0,9,9,100.0,100,0,0.95,15.62,14.67,93.91,40,faible
821,1100,1065,Vesoul,Belfort-Ville,Vesoul,Belfort-Ville,France,France,FR,FR,SNCF VOYAGEURS,0,52.65,1,1.0,0.14,115.0,115.0,115.0,day,0,1,5.0,5,5,100.0,100,0,0.74,12.11,11.37,93.91,45,moyen
822,463,7075,Nancy,Lyon Perrache,Nancy,Lyon Perrache,France,France,FR,FR,OCEdefault,0,342.54,4,0.21,0.03,270.0,270.0,270.0,day,0,1,6.25,6,7,100.0,100,0,4.8,78.78,73.99,93.91,65,moyen
823,463,7124,Nancy,Lyon Part Dieu,Nancy,Lyon Part Dieu,France,France,FR,FR,OCEdefault,0,340.51,1,1.0,0.14,258.0,258.0,258.0,day,0,1,6.0,6,6,100.0,100,0,4.77,78.32,73.55,93.91,70,fort
824,463,7124,Nancy,Lyon Part Dieu,Nancy,Lyon Part Dieu,France,France,FR,FR,SNCF VOYAGEURS,0,340.51,6,1.4,0.2,283.17,255.0,298.0,day,0,1,4.5,4,6,100.0,100,0,4.77,78.32,73.55,93.91,70,fort
825,463,7075,Nancy,Lyon Perrache,Nancy,Lyon Perrache,France,France,FR,FR,SNCF VOYAGEURS,0,342.54,9,0.41,0.06,271.44,258.0,280.0,day,0,1,6.44,6,7,100.0,100,0,4.8,78.78,73.99,93.91,65,moyen
826,6334,6343,Nevers,Cosne-sur-Loire,Nevers,Cosne-sur-Loire,France,France,FR,FR,SNCF VOYAGEURS,0,50.24,1,1.0,0.14,108.0,108.0,108.0,day,0,1,10.0,10,10,100.0,100,0,0.7,11.56,10.85,93.91,45,moyen
827,6343,7519,Cosne-sur-Loire,Les Aubrais Gare Routière,Cosne-sur-Loire,Les Aubrais Gare Routière,France,France,FR,FR,SNCF VOYAGEURS,0,95.57,4,4.0,0.57,120.0,120.0,120.0,day,0,1,2.0,2,2,100.0,100,0,1.34,21.98,20.64,93.91,50,moyen
828,7519,6343,Les Aubrais Gare Routière,Cosne-sur-Loire,Les Aubrais Gare Routière,Cosne-sur-Loire,France,France,FR,FR,SNCF VOYAGEURS,0,95.57,5,5.0,0.71,120.0,120.0,120.0,day,0,1,2.0,2,2,100.0,100,0,1.34,21.98,20.64,93.91,50,moyen
829,4144,4300,Tours,Port-de-Piles,Tours,Port-de-Piles,France,France,FR,FR,SNCF VOYAGEURS,0,42.8,1,1.0,0.14,75.0,75.0,75.0,day,0,1,2.0,2,2,100.0,100,0,0.6,9.84,9.24,93.91,45,moyen
830,4300,4144,Port-de-Piles,Tours,Port-de-Piles,Tours,France,France,FR,FR,SNCF VOYAGEURS,0,42.8,1,1.0,0.14,75.0,75.0,75.0,day,0,1,2.0,2,2,100.0,100,0,0.6,9.84,9.24,93.91,45,moyen
831,5595,4393,Montluçon,Bourges,Montluçon,Bourges,France,France,FR,FR,SNCF VOYAGEURS,0,85.46,1,1.0,0.14,150.0,150.0,150.0,day,0,1,4.0,4,4,100.0,100,0,1.2,19.66,18.46,93.91,45,moyen
832,4416,4393,Saint-Amand-Montrond - Orval,Bourges,Saint-Amand-Montrond - Orval,Bourges,France,France,FR,FR,SNCF VOYAGEURS,0,41.47,1,1.0,0.14,85.0,85.0,85.0,day,0,1,2.0,2,2,100.0,100,0,0.58,9.54,8.96,93.91,45,moyen
833,4197,4144,Port Boulet,Tours,Port Boulet,Tours,France,France,FR,FR,SNCF VOYAGEURS,0,43.42,1,1.0,0.14,80.0,80.0,80.0,day,0,1,2.0,2,2,100.0,100,0,0.61,9.99,9.38,93.91,45,moyen
834,7734,4144,Blois Gare Routière,Tours,Blois Gare Routière,Tours,France,France,FR,FR,SNCF VOYAGEURS,0,52.25,6,0.4,0.06,80.0,80.0,80.0,day,0,1,2.0,2,2,100.0,100,0,0.73,12.02,11.29,93.91,40,faible
835,4144,7734,Tours,Blois Gare Routière,Tours,Blois Gare Routière,France,France,FR,FR,SNCF VOYAGEURS,0,52.25,2,0.16,0.02,80.0,80.0,80.0,day,0,1,2.0,2,2,100.0,100,0,0.73,12.02,11.29,93.91,40,faible
836,4144,7732,Tours,Orléans Avenue de Paris,Tours,Orléans Avenue de Paris,France,France,FR,FR,SNCF VOYAGEURS,0,107.5,2,0.1,0.01,142.5,135.0,150.0,day,0,1,2.0,1,3,100.0,100,0,1.5,24.72,23.22,93.91,40,faible
837,7732,4355,Orléans Avenue de Paris,Vierzon,Orléans Avenue de Paris,Vierzon,France,France,FR,FR,SNCF VOYAGEURS,0,76.71,4,4.0,0.57,93.75,75.0,120.0,day,0,1,1.25,0,3,100.0,100,0,1.07,17.64,16.57,93.91,50,moyen
838,4355,7732,Vierzon,Orléans Avenue de Paris,Vierzon,Orléans Avenue de Paris,France,France,FR,FR,SNCF VOYAGEURS,0,76.71,4,4.0,0.57,97.5,90.0,120.0,day,0,1,1.5,1,3,100.0,100,0,1.07,17.64,16.57,93.91,50,moyen
839,6334,4393,Nevers,Bourges,Nevers,Bourges,France,France,FR,FR,SNCF VOYAGEURS,0,58.54,2,2.0,0.29,90.0,90.0,90.0,day,0,1,0.0,0,0,100.0,100,0,0.82,13.46,12.64,93.91,45,moyen
840,4393,6334,Bourges,Nevers,Bourges,Nevers,France,France,FR,FR,SNCF VOYAGEURS,0,58.54,3,0.31,0.04,93.33,90.0,100.0,day,0,1,1.67,0,5,100.0,100,0,0.82,13.46,12.64,93.91,40,faible
841,7732,5037,Orléans Avenue de Paris,Châteauroux,Orléans Avenue de Paris,Châteauroux,France,France,FR,FR,SNCF VOYAGEURS,0,123.11,1,1.0,0.14,175.0,175.0,175.0,day,0,1,4.0,4,4,100.0,100,0,1.72,28.32,26.59,93.91,45,moyen
842,5037,5057,Châteauroux,Argenton-sur-Creuse,Châteauroux,Argenton-sur-Creuse,France,France,FR,FR,SNCF VOYAGEURS,0,27.86,1,1.0,0.14,40.0,40.0,40.0,day,0,1,0.0,0,0,100.0,100,0,0.39,6.41,6.02,93.91,45,moyen
843,5057,4355,Argenton-sur-Creuse,Vierzon,Argenton-sur-Creuse,Vierzon,France,France,FR,FR,SNCF VOYAGEURS,0,81.65,1,1.0,0.14,120.0,120.0,120.0,day,0,1,2.0,2,2,100.0,100,0,1.14,18.78,17.64,93.91,45,moyen
844,4061,4151,Les Aubrais,Saint-Pierre-des-Corps,Les Aubrais,Saint-Pierre-des-Corps,France,France,FR,FR,SNCF VOYAGEURS,0,107.08,1,1.0,0.14,130.0,130.0,130.0,day,0,1,2.0,2,2,100.0,100,0,1.5,24.63,23.13,93.91,45,moyen
845,4355,4393,Vierzon,Bourges,Vierzon,Bourges,France,France,FR,FR,SNCF VOYAGEURS,0,29.25,1,1.0,0.14,70.0,70.0,70.0,day,0,1,4.0,4,4,100.0,100,0,0.41,6.73,6.32,93.91,45,moyen
846,4058,4076,Orléans,Château-Gaillard,Orléans,Château-Gaillard,France,France,FR,FR,SNCF VOYAGEURS,0,26.01,1,1.0,0.14,55.0,55.0,55.0,day,0,1,4.0,4,4,100.0,100,0,0.36,5.98,5.62,93.91,45,moyen
847,4144,4393,Tours,Bourges,Tours,Bourges,France,France,FR,FR,SNCF VOYAGEURS,0,132.58,3,3.0,0.43,155.0,155.0,155.0,day,0,1,1.0,1,1,100.0,100,0,1.86,30.49,28.64,93.91,50,moyen
848,4393,4144,Bourges,Tours,Bourges,Tours,France,France,FR,FR,SNCF VOYAGEURS,0,132.58,3,3.0,0.43,155.0,155.0,155.0,day,0,1,1.0,1,1,100.0,100,0,1.86,30.49,28.64,93.91,50,moyen
849,7521,4058,Paris-Austerlitz Routiere,Orléans,Paris-Austerlitz Routiere,Orléans,France,France,FR,FR,SNCF VOYAGEURS,0,109.32,27,1.24,0.18,135.0,135.0,135.0,day,0,1,1.0,1,1,100.0,100,0,1.53,25.14,23.61,93.91,45,moyen
850,4058,7521,Orléans,Paris-Austerlitz Routiere,Orléans,Paris-Austerlitz Routiere,France,France,FR,FR,SNCF VOYAGEURS,0,109.32,6,6.0,0.86,120.0,120.0,120.0,day,0,1,0.0,0,0,100.0,100,0,1.53,25.14,23.61,93.91,50,moyen
851,7519,7521,Les Aubrais Gare Routière,Paris-Austerlitz Routiere,Les Aubrais Gare Routière,Paris-Austerlitz Routiere,France,France,FR,FR,SNCF VOYAGEURS,0,107.26,5,5.0,0.71,120.0,120.0,120.0,day,0,1,0.0,0,0,100.0,100,0,1.5,24.67,23.17,93.91,50,moyen
852,4216,7521,Blois - Chambord,Paris-Austerlitz Routiere,Blois - Chambord,Paris-Austerlitz Routiere,France,France,FR,FR,SNCF VOYAGEURS,0,159.66,1,1.0,0.14,150.0,150.0,150.0,day,0,1,0.0,0,0,100.0,100,0,2.24,36.72,34.49,93.91,55,moyen
853,7521,4216,Paris-Austerlitz Routiere,Blois - Chambord,Paris-Austerlitz Routiere,Blois - Chambord,France,France,FR,FR,SNCF VOYAGEURS,0,159.66,1,1.0,0.14,150.0,150.0,150.0,day,0,1,0.0,0,0,100.0,100,0,2.24,36.72,34.49,93.91,55,moyen
854,7521,4144,Paris-Austerlitz Routiere,Tours,Paris-Austerlitz Routiere,Tours,France,France,FR,FR,SNCF VOYAGEURS,0,203.75,1,1.0,0.14,280.0,280.0,280.0,day,0,1,2.0,2,2,100.0,100,0,2.85,46.86,44.01,93.91,50,moyen
855,4359,4386,Romorantin Blanc Argent,Faubourg d'Orléans,Romorantin Blanc Argent,Faubourg d'Orléans,France,France,FR,FR,SNCF VOYAGEURS,0,1.26,1,1.0,0.14,4.0,4.0,4.0,day,0,1,0.0,0,0,100.0,100,0,0.02,0.29,0.27,93.91,45,moyen
856,2782,2731,Courtalain - Saint-Pellerin,Chartres,Courtalain - Saint-Pellerin,Chartres,France,France,FR,FR,SNCF VOYAGEURS,0,49.22,1,1.0,0.14,90.0,90.0,90.0,day,0,1,4.0,4,4,100.0,100,0,0.69,11.32,10.63,93.91,45,moyen
857,2731,2782,Chartres,Courtalain - Saint-Pellerin,Chartres,Courtalain - Saint-Pellerin,France,France,FR,FR,SNCF VOYAGEURS,0,49.22,1,1.0,0.14,90.0,90.0,90.0,day,0,1,4.0,4,4,100.0,100,0,0.69,11.32,10.63,93.91,45,moyen
858,7872,7843,Chartres Gare Rue Nicole,Paris-Montparnasse Point Rencontre Groupes,Chartres Gare Rue Nicole,Paris-Montparnasse Point Rencontre Groupes,France,France,FR,FR,SNCF VOYAGEURS,0,75.5,8,8.0,1.14,134.88,127.0,136.0,day,0,1,4.25,2,5,100.0,100,0,1.06,17.37,16.31,93.91,50,moyen
859,7843,7872,Paris-Montparnasse Point Rencontre Groupes,Chartres Gare Rue Nicole,Paris-Montparnasse Point Rencontre Groupes,Chartres Gare Rue Nicole,France,France,FR,FR,SNCF VOYAGEURS,0,75.5,8,8.0,1.14,125.62,100.0,131.0,day,0,1,2.88,0,5,100.0,100,0,1.06,17.37,16.31,93.91,50,moyen
860,2764,7843,Nogent-le-Rotrou,Paris-Montparnasse Point Rencontre Groupes,Nogent-le-Rotrou,Paris-Montparnasse Point Rencontre Groupes,France,France,FR,FR,SNCF VOYAGEURS,0,124.84,1,1.0,0.14,223.0,223.0,223.0,day,0,1,5.0,5,5,100.0,100,0,1.75,28.71,26.97,93.91,40,faible
861,7843,2764,Paris-Montparnasse Point Rencontre Groupes,Nogent-le-Rotrou,Paris-Montparnasse Point Rencontre Groupes,Nogent-le-Rotrou,France,France,FR,FR,SNCF VOYAGEURS,0,124.84,2,2.0,0.29,216.0,216.0,216.0,day,0,1,5.0,5,5,100.0,100,0,1.75,28.71,26.97,93.91,40,faible
862,828,783,Sedan,Charleville-Mézières,Sedan,Charleville-Mézières,France,France,FR,FR,SNCF VOYAGEURS,0,16.87,26,6.74,0.96,46.77,43.0,50.0,day,0,1,3.12,2,5,100.0,100,0,0.24,3.88,3.64,93.91,50,moyen
863,783,828,Charleville-Mézières,Sedan,Charleville-Mézières,Sedan,France,France,FR,FR,SNCF VOYAGEURS,0,16.87,23,7.32,1.05,46.65,43.0,50.0,day,0,1,3.13,2,5,100.0,100,0,0.24,3.88,3.64,93.91,50,moyen
864,783,828,Charleville-Mézières,Sedan,Charleville-Mézières,Sedan,France,France,FR,FR,OCEdefault,0,16.87,1,1.0,0.14,43.0,43.0,43.0,day,0,1,2.0,2,2,100.0,100,0,0.24,3.88,3.64,93.91,45,moyen
865,737,714,Épernay,Reims,Épernay,Reims,France,France,FR,FR,SNCF VOYAGEURS,0,24.17,8,8.0,1.14,82.0,82.0,82.0,day,0,1,4.0,4,4,100.0,100,0,0.34,5.56,5.22,93.91,50,moyen
866,714,737,Reims,Épernay,Reims,Épernay,France,France,FR,FR,OCEdefault,0,24.17,1,1.0,0.14,82.0,82.0,82.0,day,0,1,4.0,4,4,100.0,100,0,0.34,5.56,5.22,93.91,45,moyen
867,714,737,Reims,Épernay,Reims,Épernay,France,France,FR,FR,SNCF VOYAGEURS,0,24.17,7,7.0,1.0,82.0,82.0,82.0,day,0,1,4.0,4,4,100.0,100,0,0.34,5.56,5.22,93.91,50,moyen
868,714,876,Reims,Châlons-en-Champagne,Reims,Châlons-en-Champagne,France,France,FR,FR,SNCF VOYAGEURS,0,41.28,1,1.0,0.14,60.0,60.0,60.0,day,0,1,1.0,1,1,100.0,100,0,0.58,9.49,8.92,93.91,45,moyen
869,593,887,Culmont - Chalindrey,Saint-Dizier,Culmont - Chalindrey,Saint-Dizier,France,France,FR,FR,SNCF VOYAGEURS,0,99.55,1,1.0,0.14,141.0,141.0,141.0,day,0,1,4.0,4,4,100.0,100,0,1.39,22.9,21.5,93.91,45,moyen
870,324,737,Paris Est,Épernay,Paris Est,Épernay,France,France,FR,FR,SNCF VOYAGEURS,0,118.42,3,3.0,0.43,160.0,160.0,160.0,day,0,1,1.0,1,1,100.0,100,0,1.66,27.24,25.58,93.91,50,moyen
871,737,324,Épernay,Paris Est,Épernay,Paris Est,France,France,FR,FR,SNCF VOYAGEURS,0,118.42,2,2.0,0.29,157.0,157.0,157.0,day,0,1,1.0,1,1,100.0,100,0,1.66,27.24,25.58,93.91,45,moyen
872,737,734,Épernay,Dormans,Épernay,Dormans,France,France,FR,FR,SNCF VOYAGEURS,0,23.45,3,0.2,0.03,30.0,30.0,30.0,day,0,1,0.0,0,0,100.0,100,0,0.33,5.39,5.07,93.91,40,faible
873,876,334,Châlons-en-Champagne,Château-Thierry,Châlons-en-Champagne,Château-Thierry,France,France,FR,FR,SNCF VOYAGEURS,0,69.15,8,0.49,0.07,105.0,105.0,105.0,day,0,1,2.0,2,2,100.0,100,0,0.97,15.9,14.94,93.91,40,faible
874,334,887,Château-Thierry,Saint-Dizier,Château-Thierry,Saint-Dizier,France,France,FR,FR,SNCF VOYAGEURS,0,120.89,1,1.0,0.14,180.0,180.0,180.0,day,0,1,4.0,4,4,100.0,100,0,1.69,27.8,26.11,93.91,45,moyen
875,334,876,Château-Thierry,Châlons-en-Champagne,Château-Thierry,Châlons-en-Champagne,France,France,FR,FR,SNCF VOYAGEURS,0,69.15,3,0.27,0.04,105.0,105.0,105.0,day,0,1,2.0,2,2,100.0,100,0,0.97,15.9,14.94,93.91,40,faible
876,876,734,Châlons-en-Champagne,Dormans,Châlons-en-Champagne,Dormans,France,France,FR,FR,SNCF VOYAGEURS,0,53.35,1,1.0,0.14,75.0,75.0,75.0,day,0,1,1.0,1,1,100.0,100,0,0.75,12.27,11.52,93.91,45,moyen
877,876,737,Châlons-en-Champagne,Épernay,Châlons-en-Champagne,Épernay,France,France,FR,FR,SNCF VOYAGEURS,0,30.12,1,1.0,0.14,37.0,37.0,37.0,day,0,1,0.0,0,0,100.0,100,0,0.42,6.93,6.51,93.91,45,moyen
878,737,876,Épernay,Châlons-en-Champagne,Épernay,Châlons-en-Champagne,France,France,FR,FR,SNCF VOYAGEURS,0,30.12,3,0.13,0.02,45.0,45.0,45.0,day,0,1,0.0,0,0,100.0,100,0,0.42,6.93,6.51,93.91,40,faible
879,379,876,Troyes,Châlons-en-Champagne,Troyes,Châlons-en-Champagne,France,France,FR,FR,SNCF VOYAGEURS,0,76.2,41,7.76,1.11,70.0,70.0,70.0,day,0,1,0.0,0,0,100.0,100,0,1.07,17.53,16.46,93.91,50,moyen
880,876,379,Châlons-en-Champagne,Troyes,Châlons-en-Champagne,Troyes,France,France,FR,FR,SNCF VOYAGEURS,0,76.2,40,4.83,0.69,70.0,70.0,70.0,day,0,1,0.0,0,0,100.0,100,0,1.07,17.53,16.46,93.91,50,moyen
881,379,887,Troyes,Saint-Dizier,Troyes,Saint-Dizier,France,France,FR,FR,SNCF VOYAGEURS,0,75.61,2,2.0,0.29,145.0,145.0,145.0,day,0,1,2.0,2,2,100.0,100,0,1.06,17.39,16.33,93.91,45,moyen
882,887,379,Saint-Dizier,Troyes,Saint-Dizier,Troyes,France,France,FR,FR,SNCF VOYAGEURS,0,75.61,2,2.0,0.29,131.0,131.0,131.0,day,0,1,2.0,2,2,100.0,100,0,1.06,17.39,16.33,93.91,45,moyen
883,876,887,Châlons-en-Champagne,Saint-Dizier,Châlons-en-Champagne,Saint-Dizier,France,France,FR,FR,SNCF VOYAGEURS,0,56.0,1,1.0,0.14,75.0,75.0,75.0,day,0,1,1.0,1,1,100.0,100,0,0.78,12.88,12.1,93.91,45,moyen
884,894,462,Bar-le-Duc,Nancy,Bar-le-Duc,Nancy,France,France,FR,FR,SNCF VOYAGEURS,0,74.48,5,0.26,0.04,140.0,114.0,163.0,day,0,1,4.2,2,9,100.0,100,0,1.04,17.13,16.09,93.91,40,faible
885,462,894,Nancy,Bar-le-Duc,Nancy,Bar-le-Duc,France,France,FR,FR,SNCF VOYAGEURS,0,74.48,10,0.53,0.08,138.5,114.0,173.0,day,0,1,3.8,2,9,100.0,100,0,1.04,17.13,16.09,93.91,40,faible
886,379,401,Troyes,Nogent-sur-Seine,Troyes,Nogent-sur-Seine,France,France,FR,FR,SNCF VOYAGEURS,0,47.79,49,4.13,0.59,74.43,70.0,80.0,day,0,1,0.45,0,1,100.0,100,0,0.67,10.99,10.32,93.91,50,moyen
887,324,396,Paris Est,Romilly-sur-Seine,Paris Est,Romilly-sur-Seine,France,France,FR,FR,SNCF VOYAGEURS,0,108.35,8,7.0,1.0,150.0,150.0,150.0,day,0,1,1.0,1,1,100.0,100,0,1.52,24.92,23.4,93.91,50,moyen
888,401,379,Nogent-sur-Seine,Troyes,Nogent-sur-Seine,Troyes,France,France,FR,FR,SNCF VOYAGEURS,0,47.79,43,3.63,0.52,74.88,70.0,80.0,day,0,1,0.49,0,1,100.0,100,0,0.67,10.99,10.32,93.91,50,moyen
889,396,324,Romilly-sur-Seine,Paris Est,Romilly-sur-Seine,Paris Est,France,France,FR,FR,SNCF VOYAGEURS,0,108.35,8,7.0,1.0,150.0,150.0,150.0,day,0,1,1.0,1,1,100.0,100,0,1.52,24.92,23.4,93.91,50,moyen
890,582,379,Chaumont,Troyes,Chaumont,Troyes,France,France,FR,FR,SNCF VOYAGEURS,0,81.91,8,0.78,0.11,102.5,100.0,105.0,day,0,1,2.0,2,2,100.0,100,0,1.15,18.84,17.69,93.91,40,faible
891,379,582,Troyes,Chaumont,Troyes,Chaumont,France,France,FR,FR,SNCF VOYAGEURS,0,81.91,6,0.58,0.08,101.67,100.0,105.0,day,0,1,2.0,2,2,100.0,100,0,1.15,18.84,17.69,93.91,40,faible
892,379,593,Troyes,Culmont - Chalindrey,Troyes,Culmont - Chalindrey,France,France,FR,FR,SNCF VOYAGEURS,0,115.79,1,1.0,0.14,198.0,198.0,198.0,day,0,1,4.0,4,4,100.0,100,0,1.62,26.63,25.01,93.91,40,faible
893,324,379,Paris Est,Troyes,Paris Est,Troyes,France,France,FR,FR,SNCF VOYAGEURS,0,141.17,5,0.39,0.06,196.0,190.0,200.0,day,0,1,2.0,2,2,100.0,100,0,1.98,32.47,30.49,93.91,35,faible
894,379,324,Troyes,Paris Est,Troyes,Paris Est,France,France,FR,FR,SNCF VOYAGEURS,0,141.17,2,1.75,0.25,200.0,200.0,200.0,day,0,1,2.0,2,2,100.0,100,0,1.98,32.47,30.49,93.91,40,faible
895,7075,594,Lyon Perrache,Culmont - Chalindrey,Lyon Perrache,Culmont - Chalindrey,France,France,FR,FR,OCEdefault,0,234.02,1,1.0,0.14,174.0,174.0,174.0,day,0,1,4.0,4,4,100.0,100,0,3.28,53.82,50.55,93.91,55,moyen
896,7075,463,Lyon Perrache,Nancy,Lyon Perrache,Nancy,France,France,FR,FR,OCEdefault,0,342.54,10,0.52,0.07,278.6,273.0,281.0,day,0,1,6.7,6,7,100.0,100,0,4.8,78.78,73.99,93.91,65,moyen
897,7124,463,Lyon Part Dieu,Nancy,Lyon Part Dieu,Nancy,France,France,FR,FR,OCEdefault,0,340.51,2,2.0,0.29,262.5,262.0,263.0,day,0,1,6.0,6,6,100.0,100,0,4.77,78.32,73.55,93.91,70,fort
898,298,864,Sedan Place Calonne,La Ferté-sur-Chiers,Sedan Place Calonne,La Ferté-sur-Chiers,France,France,FR,FR,SNCF VOYAGEURS,0,25.6,4,4.0,0.57,60.25,59.0,64.0,day,0,1,16.0,16,16,100.0,100,0,0.36,5.89,5.53,93.91,50,moyen
899,508,462,Lunéville,Nancy,Lunéville,Nancy,France,France,FR,FR,SNCF VOYAGEURS,0,26.26,26,2.76,0.39,54.88,40.0,71.0,day,0,1,1.88,0,7,100.0,100,0,0.37,6.04,5.67,93.91,45,moyen
900,864,298,La Ferté-sur-Chiers,Sedan Place Calonne,La Ferté-sur-Chiers,Sedan Place Calonne,France,France,FR,FR,SNCF VOYAGEURS,0,25.6,5,5.0,0.71,59.0,59.0,59.0,day,0,1,16.0,16,16,100.0,100,0,0.36,5.89,5.53,93.91,50,moyen
901,462,508,Nancy,Lunéville,Nancy,Lunéville,France,France,FR,FR,SNCF VOYAGEURS,0,26.26,33,1.75,0.25,58.24,50.0,71.0,day,0,1,2.73,0,7,100.0,100,0,0.37,6.04,5.67,93.91,45,moyen
902,462,1616,Nancy,Sarrebourg,Nancy,Sarrebourg,France,France,FR,FR,SNCF VOYAGEURS,0,64.66,7,0.77,0.11,105.0,105.0,105.0,day,0,1,1.0,1,1,100.0,100,0,0.91,14.87,13.97,93.91,40,faible
903,1616,462,Sarrebourg,Nancy,Sarrebourg,Nancy,France,France,FR,FR,SNCF VOYAGEURS,0,64.66,5,0.55,0.08,108.0,105.0,120.0,day,0,1,1.2,1,2,100.0,100,0,0.91,14.87,13.97,93.91,40,faible
904,35,1366,Kehl,Strasbourg,Kehl,Strasbourg,France,France,FR,FR,SNCF VOYAGEURS,0,5.41,20,1.03,0.15,25.0,25.0,25.0,day,0,1,0.0,0,0,100.0,100,0,0.08,1.24,1.17,93.91,45,moyen
905,1366,35,Strasbourg,Kehl,Strasbourg,Kehl,France,France,FR,FR,SNCF VOYAGEURS,0,5.41,18,3.0,0.43,25.0,25.0,25.0,day,0,1,0.0,0,0,100.0,100,0,0.08,1.24,1.17,93.91,50,moyen
906,1451,1490,Haguenau,Wissembourg,Haguenau,Wissembourg,France,France,FR,FR,SNCF VOYAGEURS,0,27.2,12,0.62,0.09,40.5,37.0,62.0,day,0,1,1.5,1,5,100.0,100,0,0.38,6.26,5.88,93.91,40,faible
907,1490,1451,Wissembourg,Haguenau,Wissembourg,Haguenau,France,France,FR,FR,SNCF VOYAGEURS,0,27.2,6,0.31,0.04,42.33,37.0,64.0,day,0,1,2.0,1,5,100.0,100,0,0.38,6.26,5.88,93.91,40,faible
908,1427,1366,Sessenheim,Strasbourg,Sessenheim,Strasbourg,France,France,FR,FR,SNCF VOYAGEURS,0,30.06,4,4.0,0.57,61.0,61.0,61.0,day,0,1,4.0,4,4,100.0,100,0,0.42,6.91,6.49,93.91,50,moyen
909,1366,1433,Strasbourg,Roeschwoog,Strasbourg,Roeschwoog,France,France,FR,FR,SNCF VOYAGEURS,0,35.13,9,0.49,0.07,73.33,64.0,78.0,day,0,1,7.33,4,9,100.0,100,0,0.49,8.08,7.59,93.91,40,faible
910,1448,1366,Lauterbourg,Strasbourg,Lauterbourg,Strasbourg,France,France,FR,FR,SNCF VOYAGEURS,0,53.77,22,1.19,0.17,113.55,96.0,121.0,day,0,1,12.14,7,14,100.0,100,0,0.75,12.37,11.61,93.91,45,moyen
